"Donor","Donor_Name","HOMO/D","LUMO/D","Acceptor","Acceptor_Name","HOMO/A","LUMO/A","Voc","Jsc","FF","PCE","reference"
"CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C)S4)=C3C(=O)C2=C(CC(CC)CCCC)S1","PBDB-T","-5.34","-3.44","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=C(OC)C(OC)=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C(OC)C(OC)=C(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S3)=C2)C=C1","IEICF-DMOT","-5.49","-3.85","0.87","22.14","0.6753","12.79","Y. Chang, X. Zhang, Y. Tang, M. Gupta, D. Su, J. Liang, D. Yan, K. Li, X. Guo, W. Ma, H. Yan, C. Zhan, 14%-efficiency fullerene-free ternary solar cell enabled by designing a short side-chain substituted small-molecule acceptor. Nano Energy. 64, 103934 (2019)."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PM6","-5.45","-3.64","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(Br)SC=C6C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(Br)SC=C4C2=C(C#N)C#N)=C3)C=C1","ITC-2Br2","-5.59","-4.02","0.9","19.8","0.738","13.1","Z. Luo, T. Liu, Y. Xiao, T. Yang, Z. Chen, G. Zhang, C. Zhong, R. Ma, Y. Chen, Y. Zou, X. Lu, H. Yan, C. Yang, Significantly improving the performance of polymer solar cells by the isomeric ending-group based small molecular acceptors: Insight into the isomerization. Nano Energy. 66, 104146 (2019)."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PM6","-5.45","-3.64","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C(Br)=CS6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C(Br)=CS4)C2=C(C#N)C#N)=C3)C=C1","ITC-2Br1","-5.7","-3.95","1.01","16.6","0.706","11.9","Z. Luo, T. Liu, Y. Xiao, T. Yang, Z. Chen, G. Zhang, C. Zhong, R. Ma, Y. Chen, Y. Zou, X. Lu, H. Yan, C. Yang, Significantly improving the performance of polymer solar cells by the isomeric ending-group based small molecular acceptors: Insight into the isomerization. Nano Energy. 66, 104146 (2019)."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PM6","-5.45","-3.64","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=C(Br)S6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=C(Br)S4)C2=C(C#N)C#N)=C3)C=C1","ITC-2Br","-5.73","-3.93","1.03","15.4","0.688","10.9","Z. Luo, T. Liu, Y. Xiao, T. Yang, Z. Chen, G. Zhang, C. Zhong, R. Ma, Y. Chen, Y. Zou, X. Lu, H. Yan, C. Yang, Significantly improving the performance of polymer solar cells by the isomeric ending-group based small molecular acceptors: Insight into the isomerization. Nano Energy. 66, 104146 (2019)."
"CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C)S4)=C3C(=O)C2=C(CC(CC)CCCC)S1","PBDB-T","-5.34","-3.44","CCCCCCC1=CC=C(C2(C3=C(F)C=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=CC=CC=C6C5=C(C#N)C#N)S2)S3)C(C2=C(F)C=C(CCCCCC)C=C2)(C2=C(F)C=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=CC=CC=C4C2=C(C#N)C#N)=C3)C=C1","o-F-ITIC","-5.66","-3.94","0.918","18.07","0.6697","11.1","J. Lee, E. M. Go, S. Dharmapurikar, J. Xu, S. M. Lee, M. Jeong, K. C. Lee, J. Oh, Y. Cho, C. Zhang, M. Xiao, S. K. Kwak, C. Yang, Insights into constitutional isomeric effects on donor–acceptor intermolecular arrangements in non-fullerene organic solar cells. J. Mater. Chem. A. 7, 18468–18479 (2019)."
"CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C)S4)=C3C(=O)C2=C(CC(CC)CCCC)S1","PBDB-T","-5.34","-3.44","CCCCCCC1=C(F)C=C(C2(C3=CC(F)=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=CC=CC=C6C5=C(C#N)C#N)S2)S3)C(C2=CC(F)=C(CCCCCC)C=C2)(C2=CC(F)=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=CC=CC=C4C2=C(C#N)C#N)=C3)C=C1","m-F-ITIC","-5.69","-3.96","0.883","15.8","0.6379","8.9","J. Lee, E. M. Go, S. Dharmapurikar, J. Xu, S. M. Lee, M. Jeong, K. C. Lee, J. Oh, Y. Cho, C. Zhang, M. Xiao, S. K. Kwak, C. Yang, Insights into constitutional isomeric effects on donor–acceptor intermolecular arrangements in non-fullerene organic solar cells. J. Mater. Chem. A. 7, 18468–18479 (2019)."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PM6","-5.45","-3.64","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4\C(=O)C5=C(C)SC=C5C4=C(C#N)C#N)=C3)C3=C2C2=C(S3)C3=C(S2)C2=C(C=C(/C=C4\C(=O)C5=C(C)SC=C5C4=C(C#N)C#N)S2)C3(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)C=C1","T6Me","-5.5","-3.94","0.87","21.33","0.6513","11.94","R. Ming, J. Wang, W. Gao, M. Zhang, J. Gao, W. Ning, Z. Luo, X. Liu, C. Zhong, F. Zhang, C. Yang, Fused-Ring Core Engineering for Small Molecule Acceptors Enable High-Performance Nonfullerene Polymer Solar Cells. Small Methods. 3, 1900280 (2019)."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PM6","-5.45","-3.64","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4\C(=O)C5=C(C)SC=C5C4=C(C#N)C#N)=C3)C3=C2C2=C(S3)C3=C(S2)C2=C(C4=C(C=C(/C=C5\C(=O)C6=C(C)SC=C6C5=C(C#N)C#N)S4)S2)C3(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)C=C1","T7Me","-5.45","-3.93","0.89","17.12","0.5879","8.87","R. Ming, J. Wang, W. Gao, M. Zhang, J. Gao, W. Ning, Z. Luo, X. Liu, C. Zhong, F. Zhang, C. Yang, Fused-Ring Core Engineering for Small Molecule Acceptors Enable High-Performance Nonfullerene Polymer Solar Cells. Small Methods. 3, 1900280 (2019)."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PM6","-5.45","-3.64","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC4=C3SC(/C=C3\C(=O)C5=C(C)SC=C5C3=C(C#N)C#N)=C4)C3=C2C2=C(S3)C3=C(S2)C2=C(C4=C(C=C(/C=C5\CC6=C(C)SC=C6C5=C(C#N)C#N)S4)S2)C3(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)C=C1","T8Me","-5.39","-3.89","0.9","10.54","0.6421","5.97","R. Ming, J. Wang, W. Gao, M. Zhang, J. Gao, W. Ning, Z. Luo, X. Liu, C. Zhong, F. Zhang, C. Yang, Fused-Ring Core Engineering for Small Molecule Acceptors Enable High-Performance Nonfullerene Polymer Solar Cells. Small Methods. 3, 1900280 (2019)."
"CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PM6","-5.45","-3.64","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)=C3)C3=C2C2=C(S3)C(C3=CC=C(CC(CC)CCCC)C=C3)=C3C(=C2C2=CC=C(CC(CC)CCCC)C=C2)SC2=C3C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)C3=C2SC(/C=C2\C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C3)C=C1","BP-4F","-5.63","-3.9","0.9","21.6","0.72","13.9","Q. Guo, X. Zhu, X. Dong, Q. Zhu, J. Fang, X. Guo, W. Ma, M. Zhang, Y. Li, A non-fullerene acceptor based on alkylphenyl substituted benzodithiophene for high efficiency polymer solar cells with a small voltage loss and excellent stability. J. Mater. Chem. A. 7, 24366–24373 (2019)."
"CCCCCCCCC(CCCCCC)COC1=C2SC(C3=CC=C(C4=C5C(=O)C6=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C6C(=O)C5=C(C5=CC=C(C)S5)S4)S3)=CC2=C(C2=CC=C(SCC(CC)CCCC)S2)C2=C1C=C(C)S2","PBDTsTh-BDD","","","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=C(C=CC=C5)C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)=C3)C=C1","ITIC-3T","-5.54","-3.93","0.966","15.77","0.592","9.02","Q. Zhu, D. Liu, Z. Lu, C. Gu, K. Zhang, X. Bao, Q. Li, R. Yang, Length evolution of fused-ring electron acceptors toward optimal blend morphology in polymer solar cells incorporating asymmetric benzodithiophene-based donors. J. Mater. Chem. A. 7, 4823–4828 (2019)."
"CCCCCCCCC(CCCCCC)COC1=C2SC(C3=CC=C(C4=C5C(=O)C6=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C6C(=O)C5=C(C5=CC=C(C)S5)S4)S3)=CC2=C(C2=CC=C(SCC(CC)CCCC)S2)C2=C1C=C(C)S2","PBDTsTh-BDD","","","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)=C3)C=C1","ITIC","-5.48","-3.83","0.954","14.02","0.53","7.09","Q. Zhu, D. Liu, Z. Lu, C. Gu, K. Zhang, X. Bao, Q. Li, R. Yang, Length evolution of fused-ring electron acceptors toward optimal blend morphology in polymer solar cells incorporating asymmetric benzodithiophene-based donors. J. Mater. Chem. A. 7, 4823–4828 (2019)."
"CCCCCCCCC(CCCCCC)COC1=C2SC(C3=CC=C(C4=C5C(=O)C6=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C6C(=O)C5=C(C5=CC=C(C)S5)S4)S3)=CC2=C(C2=CC=C(SCC(CC)CCCC)S2)C2=C1C=C(C)S2","PBDTsTh-BDD","","","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=C(C=CC=C5)C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(/C=C3\C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)=C2)C=C1","ITIC-2T","-5.61","-3.93","0.982","12.28","0.556","6.7","Q. Zhu, D. Liu, Z. Lu, C. Gu, K. Zhang, X. Bao, Q. Li, R. Yang, Length evolution of fused-ring electron acceptors toward optimal blend morphology in polymer solar cells incorporating asymmetric benzodithiophene-based donors. J. Mater. Chem. A. 7, 4823–4828 (2019)."
"CCCCCCCCCCCCC(CCCCCCCCCC)CSC1=CC=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC=C(C4=CC=CC=C4)C=C3)C3=C2SC(C)=C3)S1","PBDTBDD-PhPh","","","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)=C3)C=C1","ITIC","-5.48","-3.83","0.936","16.27","0.513","7.81","Q. Zhu, D. Liu, Z. Lu, C. Gu, K. Zhang, X. Bao, Q. Li, R. Yang, Length evolution of fused-ring electron acceptors toward optimal blend morphology in polymer solar cells incorporating asymmetric benzodithiophene-based donors. J. Mater. Chem. A. 7, 4823–4828 (2019)."
"CCCCCCCCCCCCC(CCCCCCCCCC)CSC1=CC=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC=C(C4=CC=CC=C4)C=C3)C3=C2SC(C)=C3)S1","PBDTBDD-PhPh","","","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=C(C=CC=C5)C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)=C3)C=C1","ITIC-3T","-5.54","-3.93","0.934","15.73","0.523","7.68","Q. Zhu, D. Liu, Z. Lu, C. Gu, K. Zhang, X. Bao, Q. Li, R. Yang, Length evolution of fused-ring electron acceptors toward optimal blend morphology in polymer solar cells incorporating asymmetric benzodithiophene-based donors. J. Mater. Chem. A. 7, 4823–4828 (2019)."
"CCCCCCCCCCCCC(CCCCCCCCCC)CSC1=CC=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC=C(C4=CC=CC=C4)C=C3)C3=C2SC(C)=C3)S1","PBDTBDD-PhPh","","","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=C(C=CC=C5)C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(/C=C3\C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)=C2)C=C1","ITIC-2T","-5.61","-3.93","0.929","12.3","0.461","5.27","Q. Zhu, D. Liu, Z. Lu, C. Gu, K. Zhang, X. Bao, Q. Li, R. Yang, Length evolution of fused-ring electron acceptors toward optimal blend morphology in polymer solar cells incorporating asymmetric benzodithiophene-based donors. J. Mater. Chem. A. 7, 4823–4828 (2019)."
"CCCCCCCCCCCCC(CCCCCCCCCC)CSC1=CC=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC=CC=C3)C3=C2SC(C)=C3)S1","PBDTBDD-Ph","","","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=C(C=CC=C5)C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)=C3)C=C1","ITIC-3T","-5.54","-3.93","0.924","17.51","0.681","11.02","Q. Zhu, D. Liu, Z. Lu, C. Gu, K. Zhang, X. Bao, Q. Li, R. Yang, Length evolution of fused-ring electron acceptors toward optimal blend morphology in polymer solar cells incorporating asymmetric benzodithiophene-based donors. J. Mater. Chem. A. 7, 4823–4828 (2019)."
"CCCCCCCCCCCCC(CCCCCCCCCC)CSC1=CC=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC=CC=C3)C3=C2SC(C)=C3)S1","PBDTBDD-Ph","","","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)=C3)C=C1","ITIC","-5.48","-3.83","0.935","16.94","0.625","9.9","Q. Zhu, D. Liu, Z. Lu, C. Gu, K. Zhang, X. Bao, Q. Li, R. Yang, Length evolution of fused-ring electron acceptors toward optimal blend morphology in polymer solar cells incorporating asymmetric benzodithiophene-based donors. J. Mater. Chem. A. 7, 4823–4828 (2019)."
"CCCCCCCCCCCCC(CCCCCCCCCC)CSC1=CC=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC=CC=C3)C3=C2SC(C)=C3)S1","PBDTBDD-Ph","","","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=C(C=CC=C5)C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(/C=C3\C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)=C2)C=C1","ITIC-2T","-5.61","-3.93","0.92","13.56","0.502","6.26","Q. Zhu, D. Liu, Z. Lu, C. Gu, K. Zhang, X. Bao, Q. Li, R. Yang, Length evolution of fused-ring electron acceptors toward optimal blend morphology in polymer solar cells incorporating asymmetric benzodithiophene-based donors. J. Mater. Chem. A. 7, 4823–4828 (2019)."
"CCCCC(CC)CSC1=C(Cl)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(Cl)=C(SCC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","PBDB-TSCl","","","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C3)C=C1","IT-4F","-5.59","-4.06","0.834","21.17","0.7437","13.13","S. Park, H. Ahn, J. Kim, J. B. Park, J. Kim, S. H. Im, H. J. Son, High-Performance and Stable Nonfullerene Acceptor-Based Organic Solar Cells for Indoor to Outdoor Light. ACS Energy Lett. 5, 170–179 (2020)."
"CCCCCCCCCCC(CCCCCCCC)CN1N=C2C(=N1)C(C1=CC=C(C3=CC4=C(C5=CC(Cl)=C(CC(CC)CCCC)S5)C5=C(C=C(C)S5)C(C5=CC(Cl)=C(CC(CC)CCCC)S5)=C4S3)S1)=C(F)C(F)=C2C1=CC=C(C)S1","L810","-5.57","-3.58","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C3)C=C1","IT-4F","-5.59","-4.06","0.79","20.76","0.735","12.1","Z. Liao, Y. Xie, L. Chen, Y. Tan, S. Huang, Y. An, H. S. Ryu, X. Meng, X. Liao, B. Huang, Q. Xie, H. Y. Woo, Y. Sun, Y. Chen, Fluorobenzotriazole (FTAZ)-Based Polymer Donor Enables Organic Solar Cells Exceeding 12% Efficiency. Advanced Functional Materials. 29, 1808828 (2019)."
"CCCCCCCCC(CCCCCC)CN1N=C2C(=N1)C(C1=CC=C(C3=CC4=C(C5=CC(Cl)=C(CC(CC)CCCC)S5)C5=C(C=C(C)S5)C(C5=CC(Cl)=C(CC(CC)CCCC)S5)=C4S3)S1)=C(F)C(F)=C2C1=CC=C(C)S1","L68","-5.51","-3.56","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C3)C=C1","IT-4F","-5.59","-4.06","0.758","19.5","0.632","9.3","Z. Liao, Y. Xie, L. Chen, Y. Tan, S. Huang, Y. An, H. S. Ryu, X. Meng, X. Liao, B. Huang, Q. Xie, H. Y. Woo, Y. Sun, Y. Chen, Fluorobenzotriazole (FTAZ)-Based Polymer Donor Enables Organic Solar Cells Exceeding 12% Efficiency. Advanced Functional Materials. 29, 1808828 (2019)."
"CCCCC(CC)CC1=C(Cl)C=C(C2=C3C=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C6=NN(CC(CC)CCCC)N=C65)S4)SC3=C(C3=CC(Cl)=C(CC(CC)CCCC)S3)C3=C2SC(C)=C3)S1","L24","-5.43","-3.48","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C3)C=C1","IT-4F","-5.59","-4.06","0.495","7.41","0.363","1.33","Z. Liao, Y. Xie, L. Chen, Y. Tan, S. Huang, Y. An, H. S. Ryu, X. Meng, X. Liao, B. Huang, Q. Xie, H. Y. Woo, Y. Sun, Y. Chen, Fluorobenzotriazole (FTAZ)-Based Polymer Donor Enables Organic Solar Cells Exceeding 12% Efficiency. Advanced Functional Materials. 29, 1808828 (2019)."
"CCCCC(CC)COC(=O)C1=C(F)C2=C(C3=CC4=C(C5=CC=C(CC(CC)CCCC)S5)C5=C(C=C(C)S5)C(C5=CC=C(CC(CC)CCCC)S5)=C4S3)SC(C)=C2S1","PCE10","-5.24","-3.66","CCCCC(CC)CC1=CC=C(C2(C3=CC=C(CC(CC)CCCC)C=C3)C3=C(SC4=C3SC(/C=C3\C(=O)C5=C(C=C(Cl)C(Cl)=C5)C3=C(C#N)C#N)=C4)C3=C2C2=C(S3)C3=C(S2)C2=C(C4=C(C=C(/C=C5\C(=O)C6=C(C=C(Cl)C(Cl)=C6)C5=C(C#N)C#N)S4)S2)C3(C2=CC=C(CC(CC)CCCC)C=C2)C2=CC=C(CC(CC)CCCC)C=C2)C=C1","3TT-CIC","-5.24","-3.95","0.65","26.67","0.69","11.96","H.-H. Gao, Y. Sun, Y. Cai, X. Wan, L. Meng, X. Ke, S. Li, Y. Zhang, R. Xia, N. Zheng, Z. Xie, C. Li, M. Zhang, H.-L. Yip, Y. Cao, Y. Chen, Achieving Both Enhanced Voltage and Current through Fine-Tuning Molecular Backbone and Morphology Control in Organic Solar Cells. Advanced Energy Materials. 9, 1901024 (2019)."
